user_id,frequency,monetary,recency,probability,category-1,category-2,category-3,cluster
10012,1,37.680000305175774,274.0,0.4258494231514227,Shorts,,,1
10018,2,350.76999950408936,121.0,0.5322563542961399,Blazers & Jackets,Intimates,Sleep & Lounge,1
10026,1,39.9900016784668,31.0,0.40318462816460315,Fashion Hoodies & Sweatshirts,,,1
10033,1,89.95999908447266,0.0,0.4264544705468998,Accessories,Intimates,,1
10043,1,266.0,92.0,0.41074308676202953,Pants,,,1
1005,1,75.0,152.0,0.41104451485407384,Sleep & Lounge,,,1
10050,1,85.0,305.0,0.4829981263777237,Pants,,,1
10071,2,114.0,31.0,0.5675839070406532,Accessories,Active,,1
10075,2,84.95000076293945,152.0,0.5593142370933177,Jeans,Tops & Tees,,1
10076,1,79.98999786376953,92.0,0.3986102961447876,Outerwear & Coats,,,1
10078,1,94.0,183.0,0.4064447424826544,Pants & Capris,,,1
10087,1,11.340000152587892,92.0,0.3711984837871927,Socks & Hosiery,,,2
10095,1,28.899999618530277,183.0,0.4285596078319793,Maternity,,,1
10098,1,55.2599983215332,31.0,0.47042881332602315,Fashion Hoodies & Sweatshirts,,,1
101,2,95.96999931335449,336.0,0.5754936421248271,Sleep & Lounge,Socks,Underwear,1
1010,1,129.99000549316406,121.0,0.413376765091086,Accessories,,,1
10118,2,219.9499969482422,0.0,0.49470475804303043,Active,Jeans,,1
10129,1,39.5,183.0,0.37120690178023674,Swim,,,0
10130,1,563.4900054931641,183.0,0.476440241897556,Jeans,Shorts,Sleep & Lounge,1
10132,1,1260.9199905395508,31.0,0.5732832671154113,Jeans,Sleep & Lounge,Suits & Sport Coats,1
10155,1,363.55999755859375,274.0,0.5534349811241421,Active,Leggings,Pants & Capris,1
10159,2,50.98000144958496,61.0,0.5183500753267696,Accessories,Outerwear & Coats,,1
1016,2,57.83000183105469,244.0,0.5440907386754568,Socks,Suits & Sport Coats,,1
10162,1,56.59999847412109,61.0,0.4009261663694356,Active,,,1
10177,1,187.64000701904297,152.0,0.4964397969335397,Jeans,Suits & Sport Coats,,1
10199,1,72.2400016784668,274.0,0.5127780879246244,Intimates,Socks & Hosiery,,1
10201,2,389.87998962402344,152.0,0.5620191310401442,Fashion Hoodies & Sweatshirts,Sleep & Lounge,Suits & Sport Coats,1
1021,1,29.989999771118164,244.0,0.42564730567299014,Shorts,,,1
10213,2,446.0,31.0,0.531406844700166,Maternity,Plus,Sweaters,1
10225,1,19.989999771118164,336.0,0.4086558808505298,Plus,,,0
10226,1,166.5999984741211,31.0,0.4175044631944005,Socks & Hosiery,Swim,,1
10227,1,36.0,183.0,0.38095107182810994,Pants,,,0
10230,1,21.31999969482422,0.0,0.4307174653988856,Intimates,Plus,,1
10236,1,39.9900016784668,61.0,0.46126060717983774,Tops & Tees,,,1
10240,1,129.9499969482422,92.0,0.45427347150943626,Suits & Sport Coats,,,1
10246,1,262.9000015258789,0.0,0.5012729157970827,Shorts,,,1
10247,2,642.7600030899048,121.0,0.6527114079189242,Fashion Hoodies & Sweatshirts,Intimates,,1
10263,1,42.9900016784668,92.0,0.4188678592227738,Outerwear & Coats,,,2
10264,1,15.0,336.0,0.40805265189373546,Socks & Hosiery,,,0
10268,1,59.9900016784668,336.0,0.43855708527963,Suits & Sport Coats,,,1
10273,1,35.0,92.0,0.3953695508418775,Suits & Sport Coats,,,1
10280,1,410.81999015808105,0.0,0.4818766790087714,Accessories,Fashion Hoodies & Sweatshirts,Tops & Tees,1
10299,2,2321.800033569336,92.0,0.6970047982021844,Fashion Hoodies & Sweatshirts,Jeans,Pants,1
10308,1,236.76000022888184,244.0,0.5042411631603516,Tops & Tees,,,1
10310,1,4.989999771118164,92.0,0.43037588328002063,Socks,,,1
10318,1,199.20000457763672,244.0,0.4194468618516562,Socks,Sweaters,,1
1032,2,132.98999977111816,0.0,0.488444726723473,Jeans,Tops & Tees,,1
10324,1,406.0,0.0,0.4546910064314338,Sweaters,Underwear,,1
10325,1,26.350000381469727,31.0,0.388367967640017,Fashion Hoodies & Sweatshirts,,,2
10326,1,134.9199981689453,274.0,0.49296882156071564,Sweaters,,,0
10343,1,32.0,244.0,0.46346827652048395,Tops & Tees,,,1
10345,1,1559.3199920654297,31.0,0.6306175260746326,Jeans,Outerwear & Coats,Sleep & Lounge,1
10351,1,19.989999771118164,92.0,0.37757290568882174,Intimates,,,2
10354,1,347.0,274.0,0.4679828251534349,Accessories,Tops & Tees,,1
10357,1,39.97999954223633,244.0,0.4167212266820253,Maternity,,,1
10358,1,5.989999771118164,31.0,0.4764326863075691,Tops & Tees,,,1
10370,1,248.94000434875488,0.0,0.49907029582479495,Dresses,Intimates,Tops & Tees,1
10375,1,169.12000274658203,213.0,0.43331255605002766,Active,Swim,,1
10378,1,640.0,0.0,0.48413014236479407,Jeans,Swim,,1
10383,1,63.970001220703125,213.0,0.41365910520251803,Swim,,,1
10398,1,487.4800109863282,92.0,0.5137732254017972,Socks,Suits & Sport Coats,,1
10399,1,38.75,274.0,0.3927052292472828,Tops & Tees,,,0
10413,1,259.6400032043457,31.0,0.4486522820707395,Accessories,Shorts,,1
10422,1,119.9499969482422,244.0,0.47540984614025006,Outerwear & Coats,,,1
10423,1,59.9900016784668,213.0,0.5124162160128829,Tops & Tees,,,1
10428,1,198.20000076293942,61.0,0.5151103814262594,Blazers & Jackets,Shorts,,1
10430,1,7.900000095367431,336.0,0.44912870006116123,Leggings,,,1
10437,1,277.1600036621094,336.0,0.47238429111317926,Intimates,Outerwear & Coats,,1
10452,1,75.0,244.0,0.4199660922572832,Swim,,,1
10460,1,574.4699993133545,121.0,0.5014851907112772,Maternity,Sleep & Lounge,Suits,1
10462,1,146.05999755859375,213.0,0.39880568907910385,Jeans,,,0
10470,1,35.0,121.0,0.38678614264241273,Underwear,,,2
10480,1,12.949999809265137,61.0,0.42819426072030786,Active,,,2
10485,1,392.0,183.0,0.4313707905661793,Maternity,Sleep & Lounge,,1
10491,1,26.0,305.0,0.4032455203870193,Shorts,,,0
10495,1,809.9699993133545,121.0,0.5819137419654301,Accessories,Active,Sweaters,1
10498,1,11.970000267028809,92.0,0.40396614043277146,Dresses,,,1
105,1,363.0999946594238,274.0,0.532385932990504,Outerwear & Coats,Swim,,1
10500,2,211.55999946594238,31.0,0.527486006610967,Fashion Hoodies & Sweatshirts,Intimates,Maternity,1
10515,1,95.0,121.0,0.3682323028318554,Swim,,,2
10517,1,14.550000190734863,274.0,0.431044984328252,Active,,,1
1052,1,15.0,0.0,0.4108050284663867,Socks,,,1
10532,1,55.0,244.0,0.46358318633749473,Swim,,,1
10547,1,59.5,305.0,0.40499225052400784,Fashion Hoodies & Sweatshirts,,,0
10548,1,950.0,305.0,0.5056854853428715,Outerwear & Coats,,,1
10554,1,49.5,31.0,0.4083582156740042,Tops & Tees,,,1
10580,2,81.73999977111816,61.0,0.49031488545453095,Shorts,Tops & Tees,,1
10584,1,100.8000030517578,213.0,0.4082198738081924,Sweaters,,,0
1059,1,29.5,244.0,0.4834645935632078,Underwear,,,1
10592,1,124.97999954223633,61.0,0.4306791741699262,Jeans,Tops & Tees,,1
10596,1,98.0,244.0,0.4779479821329633,Jeans,,,1
10597,1,119.90000152587889,31.0,0.4378511040626492,Active,Suits & Sport Coats,,1
106,1,89.98999786376953,152.0,0.4756612819364971,Suits & Sport Coats,,,1
10605,2,1795.7999954223633,31.0,0.6463549281115285,Sweaters,,,1
10631,1,101.9000015258789,31.0,0.44001459690728345,Shorts,Skirts,,1
10637,2,45.989999771118164,0.0,0.5014491948571765,Tops & Tees,Underwear,,1
10640,1,49.9900016784668,92.0,0.3970097164819348,Swim,,,1
10647,1,118.0,31.0,0.4605425857967813,Swim,,,1
10658,1,1046.9200286865234,0.0,0.5537654318072623,Outerwear & Coats,Socks,Suits & Sport Coats,1
10669,1,11.670000076293944,31.0,0.3853382568393008,Blazers & Jackets,,,2
10672,1,36.9900016784668,0.0,0.3924566320460209,Pants,,,2
10688,1,14.649999618530272,92.0,0.36757080014491234,Suits & Sport Coats,,,2
10693,2,216.95000076293945,152.0,0.4992324892707465,Fashion Hoodies & Sweatshirts,Maternity,,1
10705,1,19.989999771118164,152.0,0.3990624186092562,Intimates,,,1
10706,1,55.0,183.0,0.40158146992843025,Fashion Hoodies & Sweatshirts,,,1
10713,1,20.989999771118164,61.0,0.4647288123916508,Tops & Tees,,,1
1072,2,459.54000091552734,61.0,0.636868880856412,Underwear,,,1
10721,1,40.0,183.0,0.45083727513512745,Shorts,,,1
10725,1,19.989999771118164,336.0,0.40731696681926294,Intimates,,,0
10732,1,149.0,61.0,0.49250236500510003,Suits & Sport Coats,,,1
10752,1,751.7600021362305,336.0,0.6317895677447763,Intimates,Maternity,Shorts,1
10756,1,10.020000457763672,183.0,0.3746050488620125,Accessories,,,0
10760,1,11.25,0.0,0.3973416207269337,Fashion Hoodies & Sweatshirts,,,2
10774,1,97.79999923706055,92.0,0.3999721823290921,Active,Underwear,,1
10775,1,464.5600051879883,305.0,0.5801347035222081,Underwear,,,1
10779,1,44.0,274.0,0.44627642922663996,Swim,,,0
10786,1,10.989999771118164,305.0,0.40565403699409747,Jumpsuits & Rompers,,,0
10788,1,300.54000091552734,0.0,0.433568224530918,Tops & Tees,Underwear,,1
1080,1,21.600000381469727,213.0,0.3825385848240422,Swim,,,0
10805,1,99.0,183.0,0.4074418963739623,Outerwear & Coats,,,1
10807,1,27.63999938964844,244.0,0.490130875262283,Shorts,,,1
10808,1,427.65000915527344,274.0,0.5287472065889722,Swim,,,1
10815,1,54.950000762939446,183.0,0.4033206542813737,Swim,,,1
1082,1,39.5,61.0,0.3725143113020411,Jeans,,,2
10828,2,85.98999977111816,152.0,0.5530865430464323,Intimates,,,1
10855,1,48.97999954223633,121.0,0.42429755726978857,Pants,,,2
1086,1,10.989999771118164,274.0,0.3976015181059638,Plus,,,0
10867,1,11.090000152587892,61.0,0.45372236369598706,Intimates,,,1
10877,1,36.9900016784668,274.0,0.4766824532530135,Intimates,,,1
10889,1,39.9900016784668,274.0,0.4466524168033125,Sleep & Lounge,,,0
10894,1,905.8500022888184,183.0,0.5043309614055899,Jeans,,,1
10896,1,23.0,31.0,0.4037213087592974,Active,,,2
10897,1,68.95999908447266,213.0,0.39659060767280396,Jeans,,,0
1090,1,69.98999786376953,183.0,0.37416870404797814,Sleep & Lounge,,,0
10902,2,75.66999816894531,183.0,0.4964080403587069,Fashion Hoodies & Sweatshirts,Shorts,,1
10919,2,218.72000122070312,152.0,0.5468807811436277,Jeans,Sweaters,Swim,1
10920,1,99.93999862670898,183.0,0.4322561788116449,Active,Underwear,,1
10923,1,36.0,31.0,0.3784060957277529,Intimates,,,2
10929,2,186.88999938964844,274.0,0.4848281139661644,Sleep & Lounge,Socks,Swim,1
10930,1,153.9800033569336,121.0,0.4006792454369104,Shorts,Socks,,1
10932,1,324.97999572753906,183.0,0.4288305761185659,Fashion Hoodies & Sweatshirts,Outerwear & Coats,,1
10936,1,757.9599990844727,274.0,0.5485477199441636,Jeans,Shorts,Socks,1
10939,1,1115.6800079345703,336.0,0.6557500579709137,Fashion Hoodies & Sweatshirts,Intimates,Sweaters,1
1095,1,19.989999771118164,305.0,0.403518443105204,Shorts,,,0
10957,1,39.9900016784668,274.0,0.39356132041860514,Tops & Tees,,,0
10966,1,114.0,213.0,0.4998799747632313,Blazers & Jackets,,,1
10972,1,68.0,0.0,0.39527848205040494,Fashion Hoodies & Sweatshirts,,,2
10974,1,49.9900016784668,31.0,0.38311777167347494,Swim,,,2
10975,1,98.0,305.0,0.40852728336177024,Jeans,,,0
1098,1,44.0,92.0,0.36741022312006977,Intimates,,,2
10980,1,79.0,121.0,0.47167997667109823,Fashion Hoodies & Sweatshirts,,,1
10984,1,128.0,213.0,0.40002105430480983,Dresses,,,0
11000,1,40.540000915527344,92.0,0.4263614583487439,Fashion Hoodies & Sweatshirts,,,1
11002,1,263.9599952697754,183.0,0.43870682615902035,Jeans,Outerwear & Coats,,1
11003,2,386.9800033569336,31.0,0.552405864871547,Active,Jeans,Pants,1
11005,1,74.94999694824217,61.0,0.3983390216915832,Tops & Tees,,,1
11012,1,18.0,305.0,0.43249992459615155,Accessories,,,1
11027,2,619.8500003814697,31.0,0.6384323763800956,Shorts,,,1
1104,1,382.0,0.0,0.46366912052636705,Tops & Tees,Underwear,,1
11045,1,9.989999771118164,274.0,0.4300476686549071,Accessories,,,1
11066,1,55.959999084472656,244.0,0.41763341632395073,Fashion Hoodies & Sweatshirts,,,1
11068,2,430.3399963378906,0.0,0.5706137488704341,Jeans,Maternity,Plus,1
11074,1,140.0,61.0,0.49899411826164974,Outerwear & Coats,,,1
11079,1,69.5,121.0,0.43040072389065115,Swim,,,2
1108,1,25.0,213.0,0.4609936513612025,Underwear,,,1
11089,1,91.9000015258789,31.0,0.420753289180767,Blazers & Jackets,Intimates,,1
1109,2,655.7200050354004,61.0,0.6201154316389326,Dresses,Intimates,Maternity,1
